Source,picture,Catalog#,Lizard_ID,Species,Sex,Status,Collection_Date,collector,Locality,Collection_Notes,Dissection_Notes,Country,Latitude,Longitude,State,elevation,County,spatial_accuracy,Study,georef_verif,SVL,insert_elbow,Tail,elbow_wrist,Tail Diam,wrist_3rd,HL,trunk,HW,Tail Circum,HL_ear_rostral,Mass_grams,
UTDWR,,219,UTDWR219,suspectum,,,5/17/1985,UDWR Wildlife Observation Form File,,,,USA,37.19666977,-113.2196587,Utah,,Washington,,,,,,,,,,,,,,,,
UTDWR,,297,UTDWR297,suspectum,,,5/17/1994,DWR Gila Monster Observations: J. Snider,City Creek Study Plot,Resting in shade under rock ledge with juvenile tortoise (#748); Escaped into den when approached. ,,USA,37.13870573,-113.588086,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,405,UTDWR405,suspectum,,,5/17/2002,Snow Canyon State Park Observation,Snow Canyon State Park; Zone 2 of RCDR,Crossing road just south of Jenny's Canyon,,USA,37.18603726,-113.6441031,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,193,UTDWR193,suspectum,,,5/18/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #30,,,USA,37.15872456,-113.6161288,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,220,UTDWR220,suspectum,,,5/18/1985,UDWR Wildlife Observation Form File,,,,USA,37.23030413,-113.3446221,Utah,,Washington,,,,,,,,,,,,,,,,
UTDWR,,307,UTDWR307,suspectum,,,5/18/1995,DWR Gila Monster Observations: R. Bezette,"Base of sandstone cliff, Red Cliffs",Walking; Large adult,,USA,37.21004622,-113.4108107,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,418,UTDWR418,suspectum,,,5/19/2003,DWR Office observations: Kim Galvin,"Foothills Subdivision, Webb Hill",Found inside garage on 5/17. Released at UTM 274983e 4106199n.,,USA,37.06392358,-113.5458793,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,194,UTDWR194,suspectum,,,5/20/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #30,,,USA,37.15872456,-113.6161288,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,255,UTDWR255,suspectum,,,5/20/1988,COR report,,,,USA,37.13131518,-113.61676,Utah,,Washington,,,,,,,,,,,,,,,,
UTDWR,,338,UTDWR338,suspectum,,,5/20/1998,DWR Gila Monster Observations: Rick Fridell,2925 West Bloomington Hills Drive,Picked up by John Carpenter; Released on 05/23/98 on S side of Webb Hill; Very large tail,,USA,37.06016477,-113.5655107,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,419,UTDWR419,suspectum,,,5/20/2003,DWRNA Projects: RCDR Distance Sampling 2003,"Paradise Canyon, Zone 2 of the RCDR",Stationary under sandstone boulder,,USA,37.1593509,-113.6163305,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,431,UTDWR431,suspectum,,,5/20/2004,Public Observation: Justin Neighbor,Red Cliffs Recreation Area,"Found walking, south of arch, in valley where peregrine falcons have nested",,USA,37.20971585,-113.4093355,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,22,UTDWR22,suspectum,,,5/21/1953,Museum Record,ST.GEORGE BLACK HILL,,,USA,37.10220449,-113.600569,Utah,,Washington,4,,,,,,,,,,,,,,,
UTDWR,,195,UTDWR195,suspectum,,,5/21/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #31,,,USA,37.15854197,-113.6162351,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,245,UTDWR245,suspectum,,,5/21/1986,UDWR Wildlife Observation Form File,,,,USA,37.16499948,-113.4101666,Utah,,Washington,,,,,,,,,,,,,,,,
UTDWR,,248,UTDWR248,suspectum,,,5/21/1987,UDWR Wildlife Observation Form File,,,,USA,37.36869866,-113.619907,Utah,,Washington,,,,,,,,,,,,,,,,
UTDWR,,21,UTDWR21,suspectum,,,5/22/1943,Museum Record,ST. GEORGE,,,USA,37.11401739,-113.5755421,Utah,,Washington,10,,,,,,,,,,,,,,,
UTDWR,,196,UTDWR196,suspectum,,,5/22/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #32,,,USA,37.15873978,-113.6195071,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,420,UTDWR420,suspectum,,,5/22/2003,DWRNA Projects: RCDR Distance Sampling 2003,"Industrial Wash, Zone 3 of the RCDR",Fresh tracks observed on sandy dirt utility road ,,USA,37.12780706,-113.5667694,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,421,UTDWR421,suspectum,,,5/22/2003,Snow Canyon State Park Observation,Snow Canyon State Park; Zone 2 of RCDR,Crossing road near south entrance station via the Whiptail Trail,,USA,37.17702267,-113.6442392,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,372,UTDWR372,suspectum,,,5/23/2000,DWRNA Projects: RCDR Distance Sampling 2000,Paradise Canyon,,,USA,37.15307982,-113.6195369,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,406,UTDWR406,suspectum,,,5/23/2002,Snow Canyon State Park Observation,Snow Canyon State Park; Zone 2 of RCDR,Crossing road just north of south entrance station,,USA,37.17802073,-113.6439362,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,407,UTDWR407,suspectum,,,5/23/2002,DWR Office observations: Matthew Gowans,Virgin River,,,USA,37.12451838,-113.4268554,Utah,,Washington,10,,,,,,,,,,,,,,,
UTDWR,,83,UTDWR83,suspectum,,,5/24/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-20 #3,,,USA,37.15961506,-113.6166099,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,84,UTDWR84,suspectum,,,5/24/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #3b,,,USA,37.15515256,-113.6146546,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,85,UTDWR85,suspectum,,,5/24/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-20 #2,,,USA,37.15880488,-113.6165707,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,86,UTDWR86,suspectum,,,5/24/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-18 #2,,,USA,37.15597612,-113.6018478,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,197,UTDWR197,suspectum,,,5/24/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #32,,,USA,37.15873978,-113.6195071,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,249,UTDWR249,suspectum,,,5/24/1987,UDWR Wildlife Observation Form File,,,,USA,37.1631447,-113.6240506,Utah,,Washington,,,,,,,,,,,,,,,,
UTDWR,,250,UTDWR250,suspectum,,,5/24/1987,UDWR Wildlife Observation Form File,,,,USA,37.15233907,-113.6236769,Utah,,Washington,,,,,,,,,,,,,,,,
UTDWR,,299,UTDWR299,suspectum,,,5/24/1994,DWR Gila Monster Observations 87-99,City Creek Study Plot,,,USA,37.15019727,-113.5982723,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,351,UTDWR351,suspectum,,,5/24/1999,DWRNA Projects RCDR Distance Sampling 1999,"Paradise Canyon, near Twist Hollow; Zone 2 of RCDR",Tail thin; Observed out in open walking across cryptobiotic soil,,USA,37.15733262,-113.6114308,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,87,UTDWR87,suspectum,,,5/25/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #3c,,,USA,37.15508244,-113.6137515,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,198,UTDWR198,suspectum,,,5/25/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #33,,,USA,37.15854197,-113.6162351,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,352,UTDWR352,suspectum,,,5/25/1999,DWRNA Projects RCDR Distance Sampling 1999,Red Cliffs; Zone 3 of RCDR,Walking in open,,USA,37.2084849,-113.4104794,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,373,UTDWR373,suspectum,,,5/25/2000,DWRNA Projects: RCDR Distance Sampling 2000,Paradise Canyon,,,USA,37.15525921,-113.6090176,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,88,UTDWR88,suspectum,,,5/26/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #4,,,USA,37.15433964,-113.6147392,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,353,UTDWR353,suspectum,,,5/26/1999,DWRNA Projects: RCDR Distance Sampling 1999,Snow Canyon State Park; Zone 2 of RCDR,Walking down small dune under sand sage,,USA,37.22150776,-113.6540861,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,354,UTDWR354,suspectum,,,5/26/1999,DWRNA Projects RCDR Distance Sampling 1999,Snow Canyon; Zone 2 of the RCDR,"Walking across sandstone boulder, out in open",,USA,37.21545325,-113.6492203,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,89,UTDWR89,suspectum,,,5/27/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-18 #4,,,USA,37.16075295,-113.6140594,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,90,UTDWR90,suspectum,,,5/27/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #5,,,USA,37.15174818,-113.6137492,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,91,UTDWR91,suspectum,,,5/27/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-20 #3,,,USA,37.15961506,-113.6166099,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,199,UTDWR199,suspectum,,,5/27/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #33,,,USA,37.15854197,-113.6162351,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,251,UTDWR251,suspectum,,,5/27/1987,UDWR Wildlife Observation Form File,,,,USA,37.16134376,-113.6239883,Utah,,Washington,,,,,,,,,,,,,,,,
UTDWR,,308,UTDWR308,suspectum,,,5/27/1995,"COR report ""Fergusen 95,96""",,,,USA,37.15934206,-113.6126597,Utah,,Washington,,,,,,,,,,,,,,,,
UTDWR,,374,UTDWR374,suspectum,,,5/27/2000,DWR Personal Observation: Gary McKell & Laura Melling,"Quail Lake State Park, Campsite #2",Active; held in captivity for 2 weeks; fed four eggs,,USA,37.17048951,-113.3838765,Utah,,Washington,3,,,,,,,,,,,,,,,
UTDWR,,392,UTDWR392,suspectum,,,5/27/2001,Snow Canyon State Park,Snow Canyon State Park; Zone 2 of RCDR,Crossing West Canyon Road,,USA,37.22777523,-113.6570894,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,422,UTDWR422,suspectum,,,5/27/2003,DWRNA Projects: RCDR Distance Sampling 2003,"Tuachan Parkway, in middle of road; Zone 2 RCDR","Bikers reported seeing it ""barely alive""; Dead when collected at 10:00 AM",,USA,37.18240214,-113.6554981,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,423,UTDWR423,suspectum,,,5/27/2003,DWR Office observations: Ann McLuckie,"Montezuma Circle, Bloomington","Placed in Bear Poppy Reserve, South of Bloomington Hill",,USA,37.14335565,-113.6256515,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,92,UTDWR92,suspectum,,,5/28/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-20 #4,,,USA,37.15870212,-113.6171414,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,93,UTDWR93,suspectum,,,5/28/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #6,,,USA,37.15265115,-113.6136677,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,200,UTDWR200,suspectum,,,5/28/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #34,,,USA,37.15347651,-113.6130206,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,424,UTDWR424,suspectum,,,5/28/2003,Snow Canyon State Park Observation,Snow Canyon State Park; Zone 2 of RCDR,15 feet north of vehicle counter on Snow Canyon Drive,,USA,37.18036694,-113.6437927,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,339,UTDWR339,suspectum,,,5/29/1998,DWRNA Projects RCDR Distance Sampling 1998,North Washington,Walking across dune; Observed on route to transect # 46 at 0800 hrs,,USA,37.16981398,-113.5091711,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,340,UTDWR340,suspectum,,,5/29/1998,DWR Gila Monster Observations 87-99,N. Washington,,,USA,37.16981398,-113.5091711,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,94,UTDWR94,suspectum,,,5/30/1983,"Greylit- ""Coffeen Field Notes 81-87""",Paradise Canyon,,,USA,37.15087508,-113.6124807,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,95,UTDWR95,suspectum,,,5/30/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-18 #4,,,USA,37.16075295,-113.6140594,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,201,UTDWR201,suspectum,,,5/30/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #34,,,USA,37.15347651,-113.6130206,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,96,UTDWR96,suspectum,,,5/31/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-18 #5,,,USA,37.16140071,-113.6132936,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,202,UTDWR202,suspectum,,,5/31/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #35,,,USA,37.15245113,-113.6145615,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,276,UTDWR276,suspectum,,,5/31/1990,"DWR office observations ""Dixie RA""",43S 18W S26 SWSW,,,USA,37.0114203,-113.8334515,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,375,UTDWR375,suspectum,,,5/31/2000,DWRNA Projects: RCDR Distance Sampling 2000,Tuacahn,,,USA,37.17945282,-113.6640104,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,432,UTDWR432,suspectum,,,5/31/2004,Public Observation: Frank Lojko and Colton Wright,Silver Reef,Observed crossing road adjacent to riparian area; Photos Taken,,USA,37.25370547,-113.3641976,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,277,UTDWR277,suspectum,,,06/00/1991,DWR Gila Monster Observations: Todd Esque,City Creek Study Plot,Found on dune,,USA,37.15118432,-113.5943657,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,330,UTDWR330,suspectum,,,06/00/1997,SNSP Records,West Canyon Road; 0.5 mi. north of Sand Dunes lot,,,USA,37.19603144,-113.6485072,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,341,UTDWR341,suspectum,,,06/00/1998,SNSP Records,W. Canyon near 2nd to last pumphouse,,,USA,37.22838674,-113.6603452,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,97,UTDWR97,suspectum,,,6/1/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",43S R14W S26,,,USA,37.01664613,-113.3931079,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,98,UTDWR98,suspectum,,,6/1/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-18 #6,,,USA,37.16066788,-113.6138313,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,99,UTDWR99,suspectum,,,6/1/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",43S R14W S34,,,USA,37.00184816,-113.4117458,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,203,UTDWR203,suspectum,,,6/1/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",415R 15W S34,,,USA,37.1752334,-113.5242387,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,204,UTDWR204,suspectum,,,6/1/1984,"Greylit ""Beck. Results of 1984 Field Surveys""",Red Cliffs Recreation Area,,,USA,37.20423268,-113.410851,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,205,UTDWR205,suspectum,,,6/1/1984,"Greylit ""Beck. Results of 1984 Field Surveys""",Quail Creek,,,USA,37.19981141,-113.386714,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,206,UTDWR206,suspectum,,,6/1/1984,"Greylit ""Beck. Results of 1984 Field Surveys""",Grapevine Pass Wash,,,USA,37.16274454,-113.4756297,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,207,UTDWR207,suspectum,,,6/1/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",T42S R15W S 34,,,USA,37.1752334,-113.5242387,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,208,UTDWR208,suspectum,,,6/1/1984,"Greylit ""Beck. Results of 1984 Field Surveys""",Miller Creek,,,USA,37.17352238,-113.5241817,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,221,UTDWR221,suspectum,,,6/1/1985,UDWR Wildlife Observation Form File,,,,USA,37.05222771,-113.5864936,Utah,,Washington,,,,,,,,,,,,,,,,
UTDWR,,253,UTDWR253,suspectum,,,6/1/1987,DWR Gila Monster Observations: Russell Bezette,Red Cliffs,,,USA,37.2160913,-113.4060451,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,100,UTDWR100,suspectum,,,6/2/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-18 #7,,,USA,37.15995995,-113.6132439,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,209,UTDWR209,suspectum,,,6/2/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #35,,,USA,37.15245113,-113.6145615,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,222,UTDWR222,suspectum,,,6/2/1985,UDWR Wildlife Observation Form File,,,,USA,37.21993681,-113.4119145,Utah,,Washington,,,,,,,,,,,,,,,,
UTDWR,,376,UTDWR376,suspectum,,,6/2/2000,DWRNA Projects: RCDR Distance Sampling 2000,Snow Canyon,,,USA,37.17828896,-113.6448352,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,425,UTDWR425,suspectum,,,6/2/2003,DWRNA Projects: RCDR Distance Sampling 2003,"Black Knolls Reservoir, Zone 3 of the RCDR",Found dead under shrub. Body intact but dessicated.,,USA,37.16010881,-113.5428543,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,101,UTDWR101,suspectum,,,6/3/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-18 #8,,,USA,37.15796396,-113.6138507,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,210,UTDWR210,suspectum,,,6/3/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #36,,,USA,37.15126513,-113.6111432,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,290,UTDWR290,suspectum,,,6/3/1993,DWR Gila Monster Observations: Krowther,"Adjacent to Tuachan Amphitheater, Padre Canyon",Large adult; actively foraging; Seen on 5/1993 and 6/3/1993,,USA,37.18596587,-113.6673029,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,311,UTDWR311,suspectum,,,6/3/1995,DWR Gila Monster Observations: R. Bezette,City Creek Study Plot,Walking about in open,,USA,37.13782906,-113.5914892,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,426,UTDWR426,suspectum,,,6/3/2003,DWRNA Projects: RCDR Distance Sampling 2003,"Tuacahn, Zone 2 of the RCDR",,,USA,37.18247515,-113.65826,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,102,UTDWR102,suspectum,,,6/4/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-18 #8,,,USA,37.15796396,-113.6138507,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,223,UTDWR223,suspectum,,,6/4/1985,"Greylit ""Beck. Results of 1984 Field Surveys""","42,16,12 SWNW",,,USA,37.14177403,-113.6042878,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,224,UTDWR224,suspectum,,,6/4/1985,"DWR office observations ""Dixie RA""",42S 16W S12 SWNW,,,USA,37.13660327,-113.6017467,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,225,UTDWR225,suspectum,,,6/4/1985,"DWR office observations ""Dixie RA""",42S 16W S12 NWSW,,,USA,37.14575665,-113.5953059,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,226,UTDWR226,suspectum,,,6/4/1985,"Greylit ""Beck. Results of 1984 Field Surveys""","42,16,12 NWSW",,,USA,37.14645904,-113.6043359,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,393,UTDWR393,suspectum,,,6/4/2001,DWR Personal Observations: Joe Abbot,"Tuacahn, near Ampitheater",Wandering out at night through ampitheater,,USA,37.18940296,-113.6587508,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,103,UTDWR103,suspectum,,,6/5/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-18 #9,,,USA,37.15698291,-113.6093133,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,227,UTDWR227,suspectum,,,6/5/1985,"DWR office observations ""Dixie RA""",42S 16W S17 NWSW,,,USA,37.14575665,-113.5953059,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,228,UTDWR228,suspectum,,,6/5/1985,"Greylit ""Beck. Results of 1984 Field Surveys""","42,16,12 SWNE",,,USA,37.14193291,-113.6538229,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,23,UTDWR23,suspectum,,,6/6/1953,Museum Record,ST.GEORGE,,,USA,37.10402264,-113.5668775,Utah,,Washington,20,,,,,,,,,,,,,,,
UTDWR,,104,UTDWR104,suspectum,,,6/6/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-18 #10,,,USA,37.15315061,-113.6073802,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,211,UTDWR211,suspectum,,,6/6/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #36,,,USA,37.15126513,-113.6111432,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,427,UTDWR427,suspectum,,,6/6/2003,Snow Canyon State Park Observation,Snow Canyon State Park; Zone 2 of RCDR,100 yds north of South Entrance Station,,USA,37.1781983,-113.644055,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,105,UTDWR105,suspectum,,,6/7/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #37,,,USA,37.15158551,-113.6129555,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,344,UTDWR344,suspectum,,,6/7/1998,DWR Gila Monster Observations 87-99,Bloomington Hills,,,USA,37.06963181,-113.5735896,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,106,UTDWR106,suspectum,,,6/8/1983,"Greylit- ""The Natural History.... Gila Monster in Utah""",PC-14 #6,,,USA,37.15265115,-113.6136677,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,377,UTDWR377,suspectum,,,6/8/2000,DWRNA Projects: RCDR Distance Sampling 2000,Snow Canyon,,,USA,37.12889341,-113.6453763,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,378,UTDWR378,suspectum,,,6/8/2000,DWRNA Projects: RCDR Distance Sampling 2000,Snow Canyon,,,USA,37.21086552,-113.6359788,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,107,UTDWR107,suspectum,,,6/9/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-20 34,,,USA,37.15870212,-113.6171414,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,212,UTDWR212,suspectum,,,6/9/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #37,,,USA,37.15158551,-113.6129555,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,15,UTDWR15,suspectum,,,6/10/1939,Museum Record,"5 MI. W HURRICANE, BERRY SPRINGS",,,USA,37.1637461,-113.3831016,Utah,,Washington,5,,,,,,,,,,,,,,,
UTDWR,,108,UTDWR108,suspectum,,,6/10/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #7,,,USA,37.15085517,-113.6133807,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,109,UTDWR109,suspectum,,,6/10/1983,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-20 #5,,,USA,37.15888222,-113.6171476,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,213,UTDWR213,suspectum,,,6/10/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #38,,,USA,37.14996465,-113.6128997,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,332,UTDWR332,suspectum,,,6/10/1997,"DWRNA Projects ""RCDR Distance Sampling 1997""",Pioneer Park,,,USA,37.12023906,-113.582809,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,214,UTDWR214,suspectum,,,6/11/1984,"Greylit ""The Natural History and Present Status of the Gila Monster in Utah.""",PC-14 #39,,,USA,37.15072236,-113.6112371,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,229,UTDWR229,suspectum,,,6/11/1985,"Greylit ""Beck. Results of 1984 Field Surveys""","42,16,12 SESW",,,USA,37.14031306,-113.5928685,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,230,UTDWR230,suspectum,,,6/11/1985,"Greylit ""Beck. Results of 1984 Field Surveys""","42,16,12 SWNW",,,USA,37.15865195,-113.5990122,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,271,UTDWR271,suspectum,,,6/11/1989,"DWR office observations ""Dixie RA""",42S R16W S12 SE,,,USA,37.14132829,-113.5917775,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,312,UTDWR312,suspectum,,,6/11/1995,DWR Gila Monster Observations: Gary McKell,"Knoll south of Twist Hollow, City Creek",Walking on hillside with 100% cloud cover  at 1845 hrs,,USA,37.15183785,-113.6541692,Utah,,Washington,1,,,,,,,,,,,,,,,
UTDWR,,394,UTDWR394,suspectum,,,6/12/2001,Snow Canyon State Park,Snow Canyon State Park; Zone 2 of RCDR,In wash by well #3B,,USA,37.23220637,-113.6588003,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,231,UTDWR231,suspectum,,,6/13/1985,"Greylit ""Beck. Results of 1984 Field Surveys""","42,15,6 SENW",,,USA,37.1580161,-113.5745579,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,232,UTDWR232,suspectum,,,6/13/1985,"Greylit ""Beck. Results of 1984 Field Surveys""","42,15,6 SWNE",,,USA,37.15886175,-113.5812296,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,233,UTDWR233,suspectum,,,6/13/1985,"Greylit ""Beck. Results of 1984 Field Surveys""","42,15,6 NWNE",,,USA,37.16573751,-113.5799997,Utah,,Washington,2,,,,,,,,,,,,,,,
UTDWR,,234,UTDWR234,suspectum,,,6/13/1985,"Greylit ""Beck. Results of 1984 Field Surveys""","41,16,25 NESW",,,USA,37.10453124,-113.5931102,Utah,,Washington,2,,,,,,,,,,,,,,,
